Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality	in_pdb_source
A0JLY1	P68372	Cfap210	Tubb4b	37295417:0114:LC:binary|37865089:0114:LC:binary	10090	True	True
A0JLY1	Q5F201	Cfap210	Cfap52	37295417:0114:LC:binary|37865089:0114:LC:binary	10090	True	True
A0JLY1	Q6SP97	Cfap210	Enkur	37295417:0114:LC:binary|37865089:0114:LC:binary	10090	True	True
A0JLY1	Q7TPM5	Cfap210	Spaca9	37865089:0114:LC:binary	10090	True	True
A0JLY1	Q9D9U9	Cfap210	Cfap45	37295417:0114:LC:binary	10090	True	True
A0JNT9	A0JNT9	Bicdl1	Bicdl1	29420470:0114:LC:binary|33734450:0114:LC:binary|36071160:0114:LC:binary	10090	True	True
A0N262	A0N262	Vk	Vk	19018101:0114:LC:binary	10090	True	True
A0N262	A2NU21	Vk		19018101:0114:LC:binary	10090	True	True
A0N274	A0N274			16551636:0114:LC:binary	10090	True	True
A0NA69	P01635		Igkv12-41	8950273:0114:LC:binary	10090	True	True
A0NA69	P01646			8950273:0114:LC:binary	10090	True	True
A0NA69	P01820			8950273:0114:LC:binary	10090	True	True
A1L314	A1L314	Mpeg1	Mpeg1	32064340:0114:LC:binary|36245269:0114:LC:binary	10090	True	True
A2A259	A2A259	Pkd2l1	Pkd2l1	16891422:0007:LC:binary|29567962:0114:LC:binary|34381056:0114:LC:binary	10090	True	True
A2A259	Q2EG98	Pkd2l1	Pkd1l3	16891422:0007:LC:binary|34381056:0114:LC:binary	10090	True	True
A2A825	Q3UYI6	Cplane2	Fuz	35427153:0114:LC:binary	10090	True	True
A2A935	P28033	Prdm16	Cebpb	24196706:0096:LC:binary|29320702:0007:LC:binary	10090	True	False
A2ABV5	Q6PGF3	Med14	Med16	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q80YQ2	Med14	Med23	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q8VCD5	Med14	Med17	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q920D3	Med14	Med28	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q921D4	Med14	Med6	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q924H2	Med14	Med15	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9CQ39	Med14	Med21	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9CQA5	Med14	Med4	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9CXU1	Med14	Med31	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9CZB6	Med14	Med7	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9DB40	Med14	Med27	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9DB91	Med14	Med29	31402173:0114:LC:binary	10090	True	True
A2ABV5	Q9R0X0	Med14	Med20	31402173:0114:LC:binary	10090	True	True
A2AGH6	Q8R3L8	Med12	Cdk8	20720539:0006:LC:binary|25344755:0006:LC:binary	10090	True	False
A2AIP0	P68369	Cimip2b	Tuba1a	37865089:0114:LC:binary	10090	True	True
A2AIP0	P68372	Cimip2b	Tubb4b	37865089:0114:LC:binary	10090	True	True
A2AQ92	A2AQ92	Duox1	Duox1	32929281:0114:LC:binary	10090	True	True
A2AQ92	Q8VE49	Duox1	Duoxa1	32929281:0114:LC:binary	10090	True	True
A2AR50	A2AR50	Ralgps1	Ralgps1	PDB_2DTC:0114:LC:binary	10090	True	True
A2ARP9	E9Q9F6	Catsper2	Catsperd	34225353:0114:LC:binary	10090	True	True
A2ARP9	P0DP43	Catsper2	Catspere	34225353:0114:LC:binary	10090	True	True
A2ARP9	Q80W99	Catsper2	Catsper3	34225353:0114:LC:binary	10090	True	True
A2ARP9	Q8BVN3	Catsper2	Catsper4	34225353:0114:LC:binary	10090	True	True
A2ARV4	A2ARV4	Lrp2	Lrp2	36750096:0114:LC:binary	10090	True	True
A2ASQ1	A2ASQ1	Agrn	Agrn	PDB_3PVE:0114:LC:binary	10090	True	True
A2ASS6	A2ASS6	Ttn	Ttn	37914933:0114:LC:binary	10090	True	True
A2ASS6	Q91Z83	Ttn	Myh7	37914933:0114:LC:binary	10090	True	True
A2ASS6	Q9CR42	Ttn	Ankrd1	20860623:0018:LC:binary|24515436:0018:LC:binary	10090	True	False
A2AU37	Q920F6	Rad21l1	Smc1b	24797474:0006:LC:binary|24797475:0006:LC:binary	10090	True	False
A2AWL7	P28574	Mga	Max	10601024:0018:LC:binary|10601024:0019:LC:binary|20946988:0096:LC:binary	10090	True	False
A2BH40	Q3TKT4	Arid1a	Smarca4	11988099:0019:LC:binary|11988099:0071:LC:binary|23540691:0006:LC:binary|23540691:0029:LC:binary|23698369:0006:LC:binary	10090	True	False
A2CG49	F6SEU4	Kalrn	Syngap1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
A2CG49	Q4ACU6	Kalrn	Shank3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
A2CG49	Q62108	Kalrn	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
A2CG49	Q9D415	Kalrn	Dlgap1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
A2N494	A2N494			19018101:0114:LC:binary	10090	True	True
A2N494	A2NU21			19018101:0114:LC:binary	10090	True	True
A2NN81	A2NN81	Igh-V7183	Igh-V7183	PDB_2OTU:0114:LC:binary	10090	True	True
A2NTU7	A2NTU7			17418792:0114:LC:binary	10090	True	True
A2NTU7	A2NTY6			17418792:0065:LC:binary|17418792:0114:LC:binary	10090	True	True
A2NTU7	P01897		H2-L	17418792:0065:LC:binary|17418792:0114:LC:binary	10090	True	True
A2NTY6	A2NTY6			21059660:0114:LC:binary	10090	True	True
A2NTY6	P01738			17220897:0114:LC:binary|17418792:0114:LC:binary|18941216:0114:LC:binary	10090	True	True
A2NTY6	P01897		H2-L	17418792:0114:LC:binary|18941216:0114:LC:binary	10090	True	True
A2NTY6	P04228		H2-Aa	17694060:0114:LC:binary	10090	True	True
A2NTY6	P06344			17694060:0114:LC:binary	10090	True	True
A2NTY6	Q5R1F5		TRAV6D-7	17694060:0114:LC:binary	10090	True	True
A2NTY6	Q60597		Ogdh	18941216:0114:LC:binary	10090	True	True
A2NU21	A2NU21			19018101:0114:LC:binary	10090	True	True
A2NU21	Q52L64		Igkv8-30	18272175:0114:LC:binary	10090	True	True
A2NUE8	P01837		Igkc	16472740:0114:LC:binary	10090	True	True
A2RT67	A2RT67	Dennd3	Dennd3	29352104:0114:LC:binary	10090	True	True
A2RTF1	C6KI89	Catsperb	Catsperg2	34225353:0114:LC:binary	10090	True	True
A2RTF1	D3Z338	Catsperb	Tmem262	34225353:0114:LC:binary	10090	True	True
A2RTF1	E9Q9F6	Catsperb	Catsperd	34225353:0114:LC:binary	10090	True	True
A2RTF1	Q8BVN3	Catsperb	Catsper4	34225353:0114:LC:binary	10090	True	True
A2RTH0	P35343	Cxcl1	Cxcr2	7890604:0405:LC:binary|8662882:0405:LC:binary	10090	True	False
A4Q9E8	A4Q9E8	Ttll6	Ttll6	32747782:0114:LC:binary	10090	True	True
A6H6Q4	Q149S1	Tektip1	Tekt4	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
A6H6Q4	Q2MH31	Tektip1	SPMIP6	37295417:0114:LC:binary	10090	True	True
A6H6Q4	Q6P8Y0	Tektip1	Cfap161	37295417:0114:LC:binary	10090	True	True
A6H6Q4	Q6X6Z7	Tektip1	Tekt3	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
A6H6Q4	Q922G7	Tektip1	Tekt2	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
A6H6Q4	Q9DAJ2	Tektip1	Tekt1	37295417:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
B1ASB6	B1ASB6	Spocd1	Spocd1	38359823:0114:LC:binary	10090	True	True
B2RSH2	Q62108	Gnai1	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
B2RU80	P55284	Ptprb	Cdh5	12234928:0006:LC:binary|12234928:0007:LC:binary|21857650:0006:LC:binary	10090	True	False
B2RWS6	P02340	Ep300	Tp53	14555661:0096:LC:binary|21057544:0006:LC:binary|9194565:0006:LC:binary	10090	True	False
B2RWS6	Q04207	Ep300	Rela	20211142:0018:HT:binary|24019758:0006:LC:binary	10090	True	False
B2RWS6	Q9JHD1	Ep300	Kat2b	20211142:0018:HT:binary|9742083:0096:LC:binary	10090	True	False
B2RX14	Q8K3Y3	Tut4	Lin28a	19713958:0007:LC:binary|23594738:0007:LC:binary	10090	True	False
B2RXC2	B2RXC2	Itpkb	Itpkb	16262249:0114:LC:binary	10090	True	True
B2RXS4	B2RXS4	Plxnb2	Plxnb2	34114565:0114:LC:binary	10090	True	True
B5KM66	B5KM66	Syce3	Syce3	25394919:0114:LC:binary|31023827:0114:LC:binary|34969823:0018:LC:binary	10090	True	True
B5KM66	Q505B8	Syce3	Syce2	21637789:0007:LC:binary|34969823:0018:LC:binary	10090	True	False
B5KM66	Q9D495	Syce3	Syce1	21637789:0007:LC:binary|34969823:0018:LC:binary	10090	True	False
B7ZWN4	B7ZWN4	Sult6b2	Sult6b2	PDB_5X2B:0114:LC:binary	10090	True	True
B8ZXI1	B8ZXI1	Qtrt2	Qtrt2	29862811:0114:LC:binary	10090	True	True
B8ZXI1	Q9JMA2	Qtrt2	Qtrt1	35815944:0114:LC:binary	10090	True	True
B9EJA2	Q4ACU6	Cttnbp2	Shank3	28671696:0006:LC:binary|32492416:0006:LC:binary	10090	True	False
C0HKE1	C0HKE1	H2ac4	H2ac4	28099840:0114:LC:binary|29643389:0114:LC:binary|34929737:0114:LC:binary|38409506:0114:LC:binary	10090	True	True
C0HKE1	P62806	H2ac4	H4c1	28099840:0114:LC:binary|29643389:0114:LC:binary|34929737:0114:LC:binary|38409506:0114:LC:binary	10090	True	True
C0HKE1	P68433	H2ac4	H3c1	28099840:0114:LC:binary	10090	True	True
C0HKE1	P84244	H2ac4	H3-3a	29643389:0114:LC:binary|38409506:0114:LC:binary	10090	True	True
C0HKE1	Q6ZWY9	H2ac4	H2bc4	38409506:0114:LC:binary	10090	True	True
C0HKE1	Q9D2U9	H2ac4	H2bu2	28099840:0114:LC:binary|29643389:0114:LC:binary|34929737:0114:LC:binary	10090	True	True
C0HKE3	C0HKE3	H2ac7	H2ac7	38409506:0114:LC:binary	10090	True	True
C0HKE3	P62806	H2ac7	H4c1	38409506:0114:LC:binary	10090	True	True
C0HKE3	P84244	H2ac7	H3-3a	38409506:0114:LC:binary	10090	True	True
C0HKE3	Q6ZWY9	H2ac7	H2bc4	38409506:0114:LC:binary	10090	True	True
C6KI89	E9Q9F6	Catsperg2	Catsperd	34225353:0114:LC:binary	10090	True	True
C6KI89	P0DP43	Catsperg2	Catspere	34225353:0114:LC:binary	10090	True	True
C6KI89	Q8BVN3	Catsperg2	Catsper4	34225353:0114:LC:binary	10090	True	True
D2D553	P05214	Fam183b	Tuba3a	37295417:0114:LC:binary	10090	True	True
D2D553	P68372	Fam183b	Tubb4b	37295417:0114:LC:binary	10090	True	True
D2D553	Q9D9U9	Fam183b	Cfap45	37295417:0114:LC:binary	10090	True	True
D2YW38	D2YW38			20093428:0114:LC:binary	10090	True	True
D2YW38	P01887		B2m	20093428:0114:LC:binary	10090	True	True
D3YZU1	F6SEU4	Shank1	Syngap1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
D3YZU1	Q4ACU6	Shank1	Shank3	20573181:0028:LC:binary|21653829:0006:HT:binary|28469556:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
D3YZU1	Q62108	Shank1	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
D3YZU1	Q9D415	Shank1	Dlgap1	20573181:0028:LC:binary|28671696:0006:LC:binary	10090	True	False
D3Z338	Q8BVN3	Tmem262	Catsper4	34225353:0114:LC:binary	10090	True	True
D3Z7P3	D3Z7P3	Gls	Gls	22228304:0071:LC:binary|22228304:0114:LC:binary|23935106:0114:LC:binary|27542409:0114:LC:binary|37857822:0114:LC:binary	10090	True	True
E2JF22	E2JF22	Piezo1	Piezo1	26390154:0020:LC:binary|26390154:0071:LC:binary|26390154:0114:LC:binary|29176668:0096:LC:binary|29231809:0114:LC:binary|29261642:0114:LC:binary|29469092:0114:LC:binary|32142647:0114:LC:binary|35388220:0114:LC:binary|37590348:0114:LC:binary	10090	True	True
E2JF22	Q8BX65	Piezo1	Mdfic	37590348:0114:LC:binary	10090	True	True
E9PYG6	O70469	Rasa1	Dok2	10428862:0007:LC:binary|10428862:0096:LC:binary|20697350:0096:LC:binary	10090	True	False
E9PYI1	E9PYI1	Znf568	Znf568	29551271:0114:LC:binary	10090	True	True
E9PZ36	O35245	Pkhd1	Pkd2	17008358:0019:LC:binary|17008358:0096:LC:binary|17283055:0019:LC:binary	10090	True	False
E9PZQ0	E9PZQ0	Ryr1	Ryr1	PDB_8VJJ:0114:LC:binary|PDB_8VJK:0114:LC:binary|PDB_8VK3:0114:LC:binary|PDB_8VK4:0114:LC:binary	10090	True	True
E9PZQ0	E9Q401	Ryr1	Ryr2	20427316:0055:LC:binary|24952909:0006:LC:binary	10090	True	False
E9PZQ0	P26883	Ryr1	Fkbp1a	18268335:0006:LC:binary|22939628:0006:LC:binary|PDB_8VJJ:0114:LC:binary|PDB_8VJK:0114:LC:binary|PDB_8VK3:0114:LC:binary|PDB_8VK4:0114:LC:binary	10090	True	True
E9PZQ0	P56565	Ryr1	S100a1	PDB_8VK3:0114:LC:binary|PDB_8VK4:0114:LC:binary	10090	True	True
E9Q238	P60843	Kank1	Eif4a1	34274317:0114:LC:binary	10090	True	True
E9Q238	Q9QXL2	Kank1	Kif21a	29158259:0114:LC:binary|29217769:0114:LC:binary	10090	True	True
E9Q3P4	P60879	Cenpf	Snap25	16672379:0006:LC:binary|16672379:0007:LC:binary|16672379:0018:LC:binary|18827011:0006:LC:binary|18827011:0018:LC:binary|18827011:0051:LC:binary	10090	True	False
E9Q3P4	Q9CZA6	Cenpf	Nde1	11163258:0018:LC:binary|15939891:0007:LC:binary|15939891:0018:LC:binary|15939891:0051:LC:binary	10090	True	False
E9Q401	E9Q401	Ryr2	Ryr2	12324472:0040:LC:binary|19913485:0114:LC:binary|20427316:0055:LC:binary|20427316:1016:LC:binary|21645850:0114:LC:binary|22705209:0114:LC:binary|26245150:0114:LC:binary|32832689:0114:LC:binary|33664309:0114:LC:binary|35595836:0114:LC:binary|PDB_7VMQ:0114:LC:binary|PDB_7VMS:0114:LC:binary|PDB_8DTY:0114:LC:binary|PDB_8DTZ:0114:LC:binary|PDB_8DVV:0114:LC:binary	10090	True	True
E9Q401	P05132	Ryr2	Prkaca	PDB_6MM5:0114:LC:binary|PDB_6MM6:0114:LC:binary|PDB_6MM7:0114:LC:binary|PDB_6MM8:0114:LC:binary	10090	True	True
E9Q401	Q6PHZ2	Ryr2	Camk2d	20479242:0006:LC:binary|24952909:0006:LC:binary	10090	True	False
E9Q401	Q9Z2I2	Ryr2	Fkbp1b	16481613:0006:LC:binary|22939628:0006:LC:binary	10090	True	False
E9Q4N7	Q3TKT4	Arid1b	Smarca4	23540691:0006:LC:binary|23698369:0006:LC:binary	10090	True	False
E9Q9F6	P0DP43	Catsperd	Catspere	34225353:0114:LC:binary	10090	True	True
E9Q9F6	Q80W99	Catsperd	Catsper3	34225353:0114:LC:binary	10090	True	True
E9Q9W7	E9Q9W7	Pdzd7	Pdzd7	33937240:0114:LC:binary|35695292:0114:LC:binary	10090	True	True
E9Q9W7	Q3USJ8	Pdzd7	Fchsd2	35695292:0114:LC:binary	10090	True	True
F6SEU4	F6SEU4	Syngap1	Syngap1	27565345:0114:LC:binary	10090	True	True
F6SEU4	O08553	Syngap1	Dpysl2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	O54991	Syngap1	Cntnap1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	O70318	Syngap1	Epb41l2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	O88602	Syngap1	Cacng2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P11798	Syngap1	Camk2a	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P15105	Syngap1	Glul	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P16054	Syngap1	Prkce	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P18872	Syngap1	Gnao1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P23818	Syngap1	Gria1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P23819	Syngap1	Gria2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P28652	Syngap1	Camk2b	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P35436	Syngap1	Grin2a	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P35438	Syngap1	Grin1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P42669	Syngap1	Pura	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P53994	Syngap1	Rab2a	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P56564	Syngap1	Slc1a3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P61027	Syngap1	Rab10	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P61205	Syngap1	Arf3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P61982	Syngap1	Ywhag	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P62259	Syngap1	Ywhae	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P62482	Syngap1	Kcnab2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P62823	Syngap1	Rab3c	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P63011	Syngap1	Rab3a	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P63101	Syngap1	Ywhaz	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P63318	Syngap1	Prkcg	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P68510	Syngap1	Ywhah	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P70175	Syngap1	Dlg3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	P84084	Syngap1	Arf5	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q01097	Syngap1	Grin2b	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q03391	Syngap1	Grin2d	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q3UHD9	Syngap1	Agap2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q3USB7	Syngap1	Plcl1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q3UXZ6	Syngap1	Fam81a	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q4ACU6	Syngap1	Shank3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q5DU25	Syngap1	Iqsec2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q5M8N0	Syngap1	Cnrip1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q61072	Syngap1	Adam9	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q61423	Syngap1	Kcna4	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q62108	Syngap1	Dlg4	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q62261	Syngap1	Sptbn1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q68EF6	Syngap1	Begain	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q68FG2	Syngap1	Sptbn2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q6PFD5	Syngap1	Dlgap3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q7TMB8	Syngap1	Cyfip1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q80TE7	Syngap1	Lrrc7	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q80TP3	Syngap1	Ubr5	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q80TS7	Syngap1	Ddn	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q80UP3	Syngap1	Dgkz	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q80UW2	Syngap1	Fbxo2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q811D0	Syngap1	Dlg1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8BIZ1	Syngap1	Anks1b	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8BJ42	Syngap1	Dlgap2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8BPN8	Syngap1	Dmxl2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8C726	Syngap1	Btbd9	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8CC27	Syngap1	Cacnb2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8CGM1	Syngap1	Adgrb2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8CHC4	Syngap1	Synj1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q8R0S2	Syngap1	Iqsec1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q91XM9	Syngap1	Dlg2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q91XV3	Syngap1	Basp1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9D415	Syngap1	Dlgap1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9JHU4	Syngap1	Dync1h1	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9JIG8	Syngap1	Praf2	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9JLV5	Syngap1	Cul3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9JM63	Syngap1	Kcnj10	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9R111	Syngap1	Gda	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9R1V6	Syngap1	Adam22	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F6SEU4	Q9Z2W9	Syngap1	Gria3	28671696:0006:LC:binary|28706196:0006:LC:binary	10090	True	False
F7BJB9	F7BJB9	Morc3	Morc3	27528681:0114:LC:binary	10090	True	True
F7BJB9	P68433	Morc3	H3c1	27528681:0114:LC:binary	10090	True	True
G0YP42	G0YP42			10993728:0114:LC:binary|30540945:0114:LC:binary	10090	True	True
G0YP42	P01863		Ighg	12888350:0114:LC:binary	10090	True	True
G0YP42	P01867		Ighg2b	10993728:0114:LC:binary	10090	True	True
G3X982	G3X982	Aox3	Aox3	23019336:0114:LC:binary	10090	True	True
G5E8A8	G5E8A8	Tekt5	Tekt5	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
G5E8A8	P05214	Tekt5	Tuba3a	37295417:0114:LC:binary	10090	True	True
G5E8A8	Q149S1	Tekt5	Tekt4	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
G5E8A8	Q61884	Tekt5	Mns1	37295417:0114:LC:binary|37865089:0114:LC:binary	10090	True	True
G5E8A8	Q6X6Z7	Tekt5	Tekt3	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
G5E8A8	Q922G7	Tekt5	Tekt2	37295417:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
G5E8A8	Q9D439	Tekt5	Cfap53	37295417:0114:LC:binary	10090	True	True
G5E8A8	Q9D485	Tekt5	Efhc2	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
G5E8A8	Q9D4K5	Tekt5	Cimip2a	37295417:0114:LC:binary	10090	True	True
G5E8A8	Q9D9D8	Tekt5	Dusp21	37295417:0114:LC:binary	10090	True	True
G5E8A8	Q9DAG4	Tekt5	Spmip9	37295417:0114:LC:binary	10090	True	True
G5E8A8	Q9QXL8	Tekt5	Nme7	37295417:0114:LC:binary	10090	True	True
I6L958	I6L958	Igk	Igk	12742019:0114:LC:binary|15340914:0114:LC:binary|16427081:0114:LC:binary	10090	True	True
I6L958	P01863	Igk	Ighg	11878955:0114:LC:binary|29467319:0114:LC:binary|9826512:0114:LC:binary|PDB_3OZ9:0114:LC:binary	10090	True	True
I6L958	P01865	Igk	Igh-1a	12742019:0114:LC:binary|14982995:0114:LC:binary	10090	True	True
I6L958	P01869	Igk	Ighg1	15340914:0114:LC:binary|1700305:0114:LC:binary	10090	True	True
I6L958	Q9D8L4	Igk		25756188:0114:LC:binary	10090	True	True
I6L991	P01869		Ighg1	12456667:0114:LC:binary	10090	True	True
J3QMY9	Q9CWH4	Top6bl	Rec114	36396648:0114:LC:binary	10090	True	True
L0N7N1	L0N7N1	Kif14	Kif14	34131133:0114:LC:binary	10090	True	True
O08543	P54763	Efna5	Ephb2	15107857:0114:LC:binary	10090	True	True
O08547	O08547	Sec22b	Sec22b	11309394:0114:LC:binary	10090	True	True
O08553	O08553	Dpysl2	Dpysl2	28277940:0114:LC:binary	10090	True	True
O08573	O08573	Lgals9	Lgals9	16990264:0107:LC:binary|16990264:0114:LC:binary	10090	True	True
O08580	O08580	Esrra	Esrra	37503845:0114:LC:binary	10090	True	True
O08582	P01901	Gtpbp1	H2-K1	11911820:0114:LC:binary	10090	True	True
O08582	P04214	Gtpbp1		11911820:0114:LC:binary	10090	True	True
O08586	P62984	Pten	Uba52	18562292:0006:LC:binary|26280536:0006:LC:binary	10090	True	False
O08600	O08600	Endog	Endog	32095813:0114:LC:binary|32192768:0114:LC:binary|PDB_6M3U:0114:LC:binary	10090	True	True
O08603	O08603	Raet1b	Raet1b	11248803:0114:LC:binary|11825567:0114:LC:binary	10090	True	True
O08603	O54709	Raet1b	Klrk1	11825567:0114:LC:binary	10090	True	True
O08604	O08604	Raet1c	Raet1c	23169621:0114:LC:binary	10090	True	True
O08609	Q2VPU4	Mlx	Mlxip	11073985:0006:LC:binary|11073985:0047:LC:binary|20211142:0018:HT:binary	10090	True	False
O08648	O35625	Map3k4	Axin1	12878610:0096:LC:binary|15262978:0007:LC:binary	10090	True	False
O08665	O08665	Sema3a	Sema3a	12925274:0114:LC:binary|23104057:0114:LC:binary|34039996:0114:LC:binary	10090	True	True
